,"bioguide","first","first_last","icpsr","last","opensecrets","term_count","term_end","term_start","type","cycle"
2406,"H001064","Denny","Denny Heck",21369,"Heck","N00031557",2,"2017-01-03","2015-01-06","rep",2014
2407,"H001064","Denny","Denny Heck",21369,"Heck","N00031557",3,"2019-01-03","2017-01-03","rep",2016
2408,"H001064","Denny","Denny Heck",21369,"Heck","N00031557",4,"2021-01-03","2019-01-03","rep",2018
2409,"P000607","Mark","Mark Pocan",21370,"Pocan","N00033549",1,"2015-01-03","2013-01-03","rep",2012
2410,"P000607","Mark","Mark Pocan",21370,"Pocan","N00033549",2,"2017-01-03","2015-01-06","rep",2014
2411,"P000607","Mark","Mark Pocan",21370,"Pocan","N00033549",3,"2019-01-03","2017-01-03","rep",2016
2412,"P000607","Mark","Mark Pocan",21370,"Pocan","N00033549",4,"2021-01-03","2019-01-03","rep",2018
2413,"K000385","Robin","Robin L. Kelly",21371,"Kelly","N00035215",1,"2015-01-03","2013-04-09","rep",2012
2414,"K000385","Robin","Robin L. Kelly",21371,"Kelly","N00035215",2,"2017-01-03","2015-01-06","rep",2014
2415,"K000385","Robin","Robin L. Kelly",21371,"Kelly","N00035215",3,"2019-01-03","2017-01-03","rep",2016
2416,"K000385","Robin","Robin L. Kelly",21371,"Kelly","N00035215",4,"2021-01-03","2019-01-03","rep",2018
2417,"S001195","Jason","Jason Smith",21373,"Smith","N00035282",1,"2015-01-03","2013-06-04","rep",2012
2418,"S001195","Jason","Jason Smith",21373,"Smith","N00035282",2,"2017-01-03","2015-01-06","rep",2014
2419,"S001195","Jason","Jason Smith",21373,"Smith","N00035282",3,"2019-01-03","2017-01-03","rep",2016
2420,"S001195","Jason","Jason Smith",21373,"Smith","N00035282",4,"2021-01-03","2019-01-03","rep",2018
2421,"B001288","Cory","Cory A. Booker",41308,"Booker","N00035267",1,"2015-01-03","2013-10-31","sen",2012
2422,"B001288","Cory","Cory A. Booker",41308,"Booker","N00035267",2,"2021-01-03","2015-01-06","sen",2014
2423,"C001101","Katherine","Katherine M. Clark",21375,"Clark","N00035278",1,"2015-01-03","2013-12-12","rep",2012
2424,"C001101","Katherine","Katherine M. Clark",21375,"Clark","N00035278",2,"2017-01-03","2015-01-06","rep",2014
2425,"C001101","Katherine","Katherine M. Clark",21375,"Clark","N00035278",3,"2019-01-03","2017-01-03","rep",2016
2426,"C001101","Katherine","Katherine M. Clark",21375,"Clark","N00035278",4,"2021-01-03","2019-01-03","rep",2018
2427,"B001289","Bradley","Bradley Byrne",21376,"Byrne","N00035380",1,"2015-01-03","2014-01-08","rep",2013
2428,"B001289","Bradley","Bradley Byrne",21376,"Byrne","N00035380",2,"2017-01-03","2015-01-06","rep",2014
2429,"B001289","Bradley","Bradley Byrne",21376,"Byrne","N00035380",3,"2019-01-03","2017-01-03","rep",2016
2430,"B001289","Bradley","Bradley Byrne",21376,"Byrne","N00035380",4,"2021-01-03","2019-01-03","rep",2018
2431,"N000188","Donald","Donald Norcross",21536,"Norcross","N00036154",1,"2015-01-03","2014-11-12","rep",2013
2432,"N000188","Donald","Donald Norcross",21536,"Norcross","N00036154",2,"2017-01-03","2015-01-06","rep",2014
2433,"N000188","Donald","Donald Norcross",21536,"Norcross","N00036154",3,"2019-01-03","2017-01-03","rep",2016
2434,"N000188","Donald","Donald Norcross",21536,"Norcross","N00036154",4,"2021-01-03","2019-01-03","rep",2018
2435,"A000370","Alma","Alma S. Adams",21545,"Adams","N00035451",1,"2015-01-03","2014-11-12","rep",2013
2436,"A000370","Alma","Alma S. Adams",21545,"Adams","N00035451",2,"2017-01-03","2015-01-06","rep",2014
2437,"A000370","Alma","Alma S. Adams",21545,"Adams","N00035451",3,"2019-01-03","2017-01-03","rep",2016
2438,"A000370","Alma","Alma S. Adams",21545,"Adams","N00035451",4,"2021-01-03","2019-01-03","rep",2018
2439,"P000609","Gary","Gary J. Palmer",21500,"Palmer","N00035691",1,"2017-01-03","2015-01-06","rep",2014
2440,"P000609","Gary","Gary J. Palmer",21500,"Palmer","N00035691",2,"2019-01-03","2017-01-03","rep",2016
2441,"P000609","Gary","Gary J. Palmer",21500,"Palmer","N00035691",3,"2021-01-03","2019-01-03","rep",2018
2442,"H001072","French","J. French Hill",21503,"Hill","N00035792",1,"2017-01-03","2015-01-06","rep",2014
2443,"H001072","French","J. French Hill",21503,"Hill","N00035792",2,"2019-01-03","2017-01-03","rep",2016
2444,"H001072","French","J. French Hill",21503,"Hill","N00035792",3,"2021-01-03","2019-01-03","rep",2018
2445,"W000821","Bruce","Bruce Westerman",21563,"Westerman","N00035527",1,"2017-01-03","2015-01-06","rep",2014
2446,"W000821","Bruce","Bruce Westerman",21563,"Westerman","N00035527",2,"2019-01-03","2017-01-03","rep",2016
2447,"W000821","Bruce","Bruce Westerman",21563,"Westerman","N00035527",3,"2021-01-03","2019-01-03","rep",2018
2448,"G000574","Ruben","Ruben Gallego",21502,"Gallego","N00036097",1,"2017-01-03","2015-01-06","rep",2014
2449,"G000574","Ruben","Ruben Gallego",21502,"Gallego","N00036097",2,"2019-01-03","2017-01-03","rep",2016
2450,"G000574","Ruben","Ruben Gallego",21502,"Gallego","N00036097",3,"2021-01-03","2019-01-03","rep",2018
2451,"D000623","Mark","Mark DeSaulnier",21504,"DeSaulnier","N00030709",1,"2017-01-03","2015-01-06","rep",2014
2452,"D000623","Mark","Mark DeSaulnier",21504,"DeSaulnier","N00030709",2,"2019-01-03","2017-01-03","rep",2016
2453,"D000623","Mark","Mark DeSaulnier",21504,"DeSaulnier","N00030709",3,"2021-01-03","2019-01-03","rep",2018
2454,"A000371","Pete","Pete Aguilar",21506,"Aguilar","N00033997",1,"2017-01-03","2015-01-06","rep",2014
2455,"A000371","Pete","Pete Aguilar",21506,"Aguilar","N00033997",2,"2019-01-03","2017-01-03","rep",2016
2456,"A000371","Pete","Pete Aguilar",21506,"Aguilar","N00033997",3,"2021-01-03","2019-01-03","rep",2018
2457,"L000582","Ted","Ted Lieu",21507,"Lieu","N00035825",1,"2017-01-03","2015-01-06","rep",2014
2458,"L000582","Ted","Ted Lieu",21507,"Lieu","N00035825",2,"2019-01-03","2017-01-03","rep",2016
2459,"L000582","Ted","Ted Lieu",21507,"Lieu","N00035825",3,"2021-01-03","2019-01-03","rep",2018
2460,"T000474","Norma","Norma J. Torres",21508,"Torres","N00036107",1,"2017-01-03","2015-01-06","rep",2014
2461,"T000474","Norma","Norma J. Torres",21508,"Torres","N00036107",2,"2019-01-03","2017-01-03","rep",2016
2462,"T000474","Norma","Norma J. Torres",21508,"Torres","N00036107",3,"2021-01-03","2019-01-03","rep",2018
2463,"B001297","Ken","Ken Buck",21510,"Buck","N00030829",1,"2017-01-03","2015-01-06","rep",2014
2464,"B001297","Ken","Ken Buck",21510,"Buck","N00030829",2,"2019-01-03","2017-01-03","rep",2016
2465,"B001297","Ken","Ken Buck",21510,"Buck","N00030829",3,"2021-01-03","2019-01-03","rep",2018
2466,"C001103","Buddy","Earl L. ""Buddy"" Carter",21513,"Carter","N00035346",1,"2017-01-03","2015-01-06","rep",2014
2467,"C001103","Buddy","Earl L. ""Buddy"" Carter",21513,"Carter","N00035346",2,"2019-01-03","2017-01-03","rep",2016
2468,"C001103","Buddy","Earl L. ""Buddy"" Carter",21513,"Carter","N00035346",3,"2021-01-03","2019-01-03","rep",2018
2469,"H001071","Jody","Jody B. Hice",21514,"Hice","N00032243",1,"2017-01-03","2015-01-06","rep",2014
2470,"H001071","Jody","Jody B. Hice",21514,"Hice","N00032243",2,"2019-01-03","2017-01-03","rep",2016
2471,"H001071","Jody","Jody B. Hice",21514,"Hice","N00032243",3,"2021-01-03","2019-01-03","rep",2018
2472,"L000583","Barry","Barry Loudermilk",21515,"Loudermilk","N00035347",1,"2017-01-03","2015-01-06","rep",2014
2473,"L000583","Barry","Barry Loudermilk",21515,"Loudermilk","N00035347",2,"2019-01-03","2017-01-03","rep",2016
2474,"L000583","Barry","Barry Loudermilk",21515,"Loudermilk","N00035347",3,"2021-01-03","2019-01-03","rep",2018
2475,"A000372","Rick","Rick W. Allen",21516,"Allen","N00033720",1,"2017-01-03","2015-01-06","rep",2014
2476,"A000372","Rick","Rick W. Allen",21516,"Allen","N00033720",2,"2019-01-03","2017-01-03","rep",2016
2477,"A000372","Rick","Rick W. Allen",21516,"Allen","N00033720",3,"2021-01-03","2019-01-03","rep",2018
2478,"B001295","Mike","Mike Bost",21519,"Bost","N00035420",1,"2017-01-03","2015-01-06","rep",2014
2479,"B001295","Mike","Mike Bost",21519,"Bost","N00035420",2,"2019-01-03","2017-01-03","rep",2016
2480,"B001295","Mike","Mike Bost",21519,"Bost","N00035420",3,"2021-01-03","2019-01-03","rep",2018
2481,"A000374","Ralph","Ralph Lee Abraham",21522,"Abraham","N00036633",1,"2017-01-03","2015-01-06","rep",2014
2482,"A000374","Ralph","Ralph Lee Abraham",21522,"Abraham","N00036633",2,"2019-01-03","2017-01-03","rep",2016
2483,"A000374","Ralph","Ralph Lee Abraham",21522,"Abraham","N00036633",3,"2021-01-03","2019-01-03","rep",2018
2484,"G000577","Garret","Garret Graves",21523,"Graves","N00036135",1,"2017-01-03","2015-01-06","rep",2014
2485,"G000577","Garret","Garret Graves",21523,"Graves","N00036135",2,"2019-01-03","2017-01-03","rep",2016
2486,"G000577","Garret","Garret Graves",21523,"Graves","N00036135",3,"2021-01-03","2019-01-03","rep",2018
2487,"M001196","Seth","Seth Moulton",21525,"Moulton","N00035431",1,"2017-01-03","2015-01-06","rep",2014
2488,"M001196","Seth","Seth Moulton",21525,"Moulton","N00035431",2,"2019-01-03","2017-01-03","rep",2016
2489,"M001196","Seth","Seth Moulton",21525,"Moulton","N00035431",3,"2021-01-03","2019-01-03","rep",2018
2490,"M001194","John","John R. Moolenaar",21526,"Moolenaar","N00036275",1,"2017-01-03","2015-01-06","rep",2014
2491,"M001194","John","John R. Moolenaar",21526,"Moolenaar","N00036275",2,"2019-01-03","2017-01-03","rep",2016
2492,"M001194","John","John R. Moolenaar",21526,"Moolenaar","N00036275",3,"2021-01-03","2019-01-03","rep",2018
2493,"D000624","Debbie","Debbie Dingell",21529,"Dingell","N00036149",1,"2017-01-03","2015-01-06","rep",2014
2494,"D000624","Debbie","Debbie Dingell",21529,"Dingell","N00036149",2,"2019-01-03","2017-01-03","rep",2016
2495,"D000624","Debbie","Debbie Dingell",21529,"Dingell","N00036149",3,"2021-01-03","2019-01-03","rep",2018
2496,"L000581","Brenda","Brenda L. Lawrence",21530,"Lawrence","N00034068",1,"2017-01-03","2015-01-06","rep",2014
2497,"L000581","Brenda","Brenda L. Lawrence",21530,"Lawrence","N00034068",2,"2019-01-03","2017-01-03","rep",2016
2498,"L000581","Brenda","Brenda L. Lawrence",21530,"Lawrence","N00034068",3,"2021-01-03","2019-01-03","rep",2018
2499,"E000294","Tom","Tom Emmer",21531,"Emmer","N00035440",1,"2017-01-03","2015-01-06","rep",2014
2500,"E000294","Tom","Tom Emmer",21531,"Emmer","N00035440",2,"2019-01-03","2017-01-03","rep",2016
2501,"E000294","Tom","Tom Emmer",21531,"Emmer","N00035440",3,"2021-01-03","2019-01-03","rep",2018
2502,"R000603","David","David Rouzer",21544,"Rouzer","N00033527",1,"2017-01-03","2015-01-06","rep",2014
2503,"R000603","David","David Rouzer",21544,"Rouzer","N00033527",2,"2019-01-03","2017-01-03","rep",2016
2504,"R000603","David","David Rouzer",21544,"Rouzer","N00033527",3,"2021-01-03","2019-01-03","rep",2018
2505,"W000822","Bonnie","Bonnie Watson Coleman",21538,"Watson Coleman","N00036158",1,"2017-01-03","2015-01-06","rep",2014
2506,"W000822","Bonnie","Bonnie Watson Coleman",21538,"Watson Coleman","N00036158",2,"2019-01-03","2017-01-03","rep",2016
2507,"W000822","Bonnie","Bonnie Watson Coleman",21538,"Watson Coleman","N00036158",3,"2021-01-03","2019-01-03","rep",2018
2508,"Z000017","Lee","Lee M. Zeldin",21539,"Zeldin","N00029404",1,"2017-01-03","2015-01-06","rep",2014
2509,"Z000017","Lee","Lee M. Zeldin",21539,"Zeldin","N00029404",2,"2019-01-03","2017-01-03","rep",2016
2510,"Z000017","Lee","Lee M. Zeldin",21539,"Zeldin","N00029404",3,"2021-01-03","2019-01-03","rep",2018
2511,"R000602","Kathleen","Kathleen M. Rice",21540,"Rice","N00035927",1,"2017-01-03","2015-01-06","rep",2014
2512,"R000602","Kathleen","Kathleen M. Rice",21540,"Rice","N00035927",2,"2019-01-03","2017-01-03","rep",2016
2513,"R000602","Kathleen","Kathleen M. Rice",21540,"Rice","N00035927",3,"2021-01-03","2019-01-03","rep",2018
2514,"S001196","Elise","Elise M. Stefanik",21541,"Stefanik","N00035523",1,"2017-01-03","2015-01-06","rep",2014
2515,"S001196","Elise","Elise M. Stefanik",21541,"Stefanik","N00035523",2,"2019-01-03","2017-01-03","rep",2016
2516,"S001196","Elise","Elise M. Stefanik",21541,"Stefanik","N00035523",3,"2021-01-03","2019-01-03","rep",2018
2517,"K000386","John","John Katko",21542,"Katko","N00035934",1,"2017-01-03","2015-01-06","rep",2014
2518,"K000386","John","John Katko",21542,"Katko","N00035934",2,"2019-01-03","2017-01-03","rep",2016
2519,"K000386","John","John Katko",21542,"Katko","N00035934",3,"2021-01-03","2019-01-03","rep",2018
2520,"B001296","Brendan","Brendan F. Boyle",21548,"Boyle","N00035307",1,"2017-01-03","2015-01-06","rep",2014
2521,"B001296","Brendan","Brendan F. Boyle",21548,"Boyle","N00035307",2,"2019-01-03","2017-01-03","rep",2016
2522,"B001296","Brendan","Brendan F. Boyle",21548,"Boyle","N00035307",3,"2021-01-03","2019-01-03","rep",2018
2523,"R000601","John","John Ratcliffe",21549,"Ratcliffe","N00035972",1,"2017-01-03","2015-01-06","rep",2014
2524,"R000601","John","John Ratcliffe",21549,"Ratcliffe","N00035972",2,"2019-01-03","2017-01-03","rep",2016
2525,"R000601","John","John Ratcliffe",21549,"Ratcliffe","N00035972",3,"2021-01-03","2019-01-03","rep",2018
2526,"H001073","Will","Will Hurd",21550,"Hurd","N00031417",1,"2017-01-03","2015-01-06","rep",2014
2527,"H001073","Will","Will Hurd",21550,"Hurd","N00031417",2,"2019-01-03","2017-01-03","rep",2016
2528,"H001073","Will","Will Hurd",21550,"Hurd","N00031417",3,"2021-01-03","2019-01-03","rep",2018
2529,"B001291","Brian","Brian Babin",21551,"Babin","N00005736",1,"2017-01-03","2015-01-06","rep",2014
2530,"B001291","Brian","Brian Babin",21551,"Babin","N00005736",2,"2019-01-03","2017-01-03","rep",2016
2531,"B001291","Brian","Brian Babin",21551,"Babin","N00005736",3,"2021-01-03","2019-01-03","rep",2018
2532,"B001292","Donald","Donald S. Beyer, Jr.",21554,"Beyer","N00036018",1,"2017-01-03","2015-01-06","rep",2014
2533,"B001292","Donald","Donald S. Beyer, Jr.",21554,"Beyer","N00036018",2,"2019-01-03","2017-01-03","rep",2016
2534,"B001292","Donald","Donald S. Beyer, Jr.",21554,"Beyer","N00036018",3,"2021-01-03","2019-01-03","rep",2018
2535,"P000610","Stacey","Stacey E. Plaskett",,"Plaskett","N00035000",1,"2017-01-03","2015-01-06","rep",2014
2536,"P000610","Stacey","Stacey E. Plaskett",,"Plaskett","N00035000",2,"2019-01-03","2017-01-03","rep",2016
2537,"P000610","Stacey","Stacey E. Plaskett",,"Plaskett","N00035000",3,"2021-01-03","2019-01-03","rep",2018
2538,"N000189","Dan","Dan Newhouse",21556,"Newhouse","N00036403",1,"2017-01-03","2015-01-06","rep",2014
2539,"N000189","Dan","Dan Newhouse",21556,"Newhouse","N00036403",2,"2019-01-03","2017-01-03","rep",2016
2540,"N000189","Dan","Dan Newhouse",21556,"Newhouse","N00036403",3,"2021-01-03","2019-01-03","rep",2018
2541,"G000576","Glenn","Glenn Grothman",21559,"Grothman","N00036409",1,"2017-01-03","2015-01-06","rep",2014
2542,"G000576","Glenn","Glenn Grothman",21559,"Grothman","N00036409",2,"2019-01-03","2017-01-03","rep",2016
2543,"G000576","Glenn","Glenn Grothman",21559,"Grothman","N00036409",3,"2021-01-03","2019-01-03","rep",2018
2544,"M001195","Alex","Alexander X. Mooney",21557,"Mooney","N00033814",1,"2017-01-03","2015-01-06","rep",2014
2545,"M001195","Alex","Alexander X. Mooney",21557,"Mooney","N00033814",2,"2019-01-03","2017-01-03","rep",2016
2546,"M001195","Alex","Alexander X. Mooney",21557,"Mooney","N00033814",3,"2021-01-03","2019-01-03","rep",2018
2547,"R000600","Aumua","Aumua Amata Coleman Radewagen",,"Amata","N00007635",1,"2017-01-03","2015-01-06","rep",2014
2548,"R000600","Aumua","Aumua Amata Coleman Radewagen",,"Amata","N00007635",2,"2019-01-03","2017-01-03","rep",2016
2549,"R000600","Aumua","Aumua Amata Coleman Radewagen",,"Amata","N00007635",3,"2021-01-03","2019-01-03","rep",2018
2550,"S001198","Dan","Dan Sullivan",41500,"Sullivan","N00035774",1,"2021-01-03","2015-01-06","sen",2014
2551,"P000612","David","David Perdue",41501,"Perdue","N00035516",1,"2021-01-03","2015-01-06","sen",2014
2552,"E000295","Joni","Joni Ernst",41502,"Ernst","N00035483",1,"2021-01-03","2015-01-06","sen",2014
2553,"T000476","Thom","Thom Tillis",41504,"Tillis","N00035492",1,"2021-01-03","2015-01-06","sen",2014
2554,"R000605","Mike","Mike Rounds",41505,"Rounds","N00035187",1,"2021-01-03","2015-01-06","sen",2014
2555,"W000819","Mark","Mark Walker",21543,"Walker","N00035311",1,"2017-01-03","2015-01-06","rep",2014
2556,"W000819","Mark","Mark Walker",21543,"Walker","N00035311",2,"2019-01-03","2017-01-03","rep",2016
2557,"W000819","Mark","Mark Walker",21543,"Walker","N00035311",3,"2021-01-03","2019-01-03","rep",2018
2558,"S001197","Benjamin","Ben Sasse",41503,"Sasse","N00035544",1,"2021-01-03","2015-01-06","sen",2014
2559,"K000388","Trent","Trent Kelly",21561,"Kelly","N00037003",1,"2017-01-03","2015-06-09","rep",2014
2560,"K000388","Trent","Trent Kelly",21561,"Kelly","N00037003",2,"2019-01-03","2017-01-03","rep",2016
2561,"K000388","Trent","Trent Kelly",21561,"Kelly","N00037003",3,"2021-01-03","2019-01-03","rep",2018
2562,"L000585","Darin","Darin LaHood",21562,"LaHood","N00037031",1,"2017-01-03","2015-09-17","rep",2014
2563,"L000585","Darin","Darin LaHood",21562,"LaHood","N00037031",2,"2019-01-03","2017-01-03","rep",2016
2564,"L000585","Darin","Darin LaHood",21562,"LaHood","N00037031",3,"2021-01-03","2019-01-03","rep",2018
2565,"D000626","Warren","Warren Davidson",21564,"Davidson","N00038767",1,"2017-01-03","2016-06-09","rep",2015
2566,"D000626","Warren","Warren Davidson",21564,"Davidson","N00038767",2,"2019-01-03","2017-01-03","rep",2016
2567,"D000626","Warren","Warren Davidson",21564,"Davidson","N00038767",3,"2021-01-03","2019-01-03","rep",2018
2568,"C001108","James","James Comer",21565,"Comer","N00038260",1,"2017-01-03","2016-11-14","rep",2015
2569,"C001108","James","James Comer",21565,"Comer","N00038260",2,"2019-01-03","2017-01-03","rep",2016
2570,"C001108","James","James Comer",21565,"Comer","N00038260",3,"2021-01-03","2019-01-03","rep",2018
2571,"E000296","Dwight","Dwight Evans",21566,"Evans","N00038450",1,"2017-01-03","2016-11-14","rep",2015
2572,"E000296","Dwight","Dwight Evans",21566,"Evans","N00038450",2,"2019-01-03","2017-01-03","rep",2016
2573,"E000296","Dwight","Dwight Evans",21566,"Evans","N00038450",3,"2021-01-03","2019-01-03","rep",2018
2574,"H001075","Kamala","Kamala D. Harris",41701,"Harris","N00036915",1,"2023-01-03","2017-01-03","sen",2016
2575,"K000393","John","John Kennedy",41703,"Kennedy","N00026823",1,"2023-01-03","2017-01-03","sen",2016
2576,"H001076","Margaret","Margaret Wood Hassan",41702,"Hassan","N00038397",1,"2023-01-03","2017-01-03","sen",2016
2577,"C001113","Catherine","Catherine Cortez Masto",41700,"Cortez Masto","N00037161",1,"2023-01-03","2017-01-03","sen",2016
2578,"S001190","Bradley","Bradley Scott Schneider",21326,"Schneider","N00033101",1,"2015-01-03","2013-01-03","rep",2012
2579,"S001190","Bradley","Bradley Scott Schneider",21326,"Schneider","N00033101",2,"2019-01-03","2017-01-03","rep",2016
2580,"S001190","Bradley","Bradley Scott Schneider",21326,"Schneider","N00033101",3,"2021-01-03","2019-01-03","rep",2018
2581,"O000171","Tom","Tom O’Halleran",21739,"O’Halleran","N00037515",1,"2019-01-03","2017-01-03","rep",2016
2582,"O000171","Tom","Tom O’Halleran",21739,"O’Halleran","N00037515",2,"2021-01-03","2019-01-03","rep",2018
2583,"B001302","Andy","Andy Biggs",21705,"Biggs","N00039293",1,"2019-01-03","2017-01-03","rep",2016
2584,"B001302","Andy","Andy Biggs",21705,"Biggs","N00039293",2,"2021-01-03","2019-01-03","rep",2018
2585,"K000389","Ro","Ro Khanna",21728,"Khanna","N00026427",1,"2019-01-03","2017-01-03","rep",2016
2586,"K000389","Ro","Ro Khanna",21728,"Khanna","N00026427",2,"2021-01-03","2019-01-03","rep",2018
2587,"P000613","Jimmy","Jimmy Panetta",21740,"Panetta","N00038601",1,"2019-01-03","2017-01-03","rep",2016
2588,"P000613","Jimmy","Jimmy Panetta",21740,"Panetta","N00038601",2,"2021-01-03","2019-01-03","rep",2018
2589,"C001112","Salud","Salud O. Carbajal",21709,"Carbajal","N00037015",1,"2019-01-03","2017-01-03","rep",2016
2590,"C001112","Salud","Salud O. Carbajal",21709,"Carbajal","N00037015",2,"2021-01-03","2019-01-03","rep",2018
2591,"B001300","Nanette","Nanette Diaz Barragán",21703,"Barragán","N00037019",1,"2019-01-03","2017-01-03","rep",2016
2592,"B001300","Nanette","Nanette Diaz Barragán",21703,"Barragán","N00037019",2,"2021-01-03","2019-01-03","rep",2018
2593,"C001110","J.","J. Luis Correa",21711,"Correa","N00037260",1,"2019-01-03","2017-01-03","rep",2016
2594,"C001110","J.","J. Luis Correa",21711,"Correa","N00037260",2,"2021-01-03","2019-01-03","rep",2018
2595,"B001303","Lisa","Lisa Blunt Rochester",21706,"Blunt Rochester","N00038414",1,"2019-01-03","2017-01-03","rep",2016
2596,"B001303","Lisa","Lisa Blunt Rochester",21706,"Blunt Rochester","N00038414",2,"2021-01-03","2019-01-03","rep",2018
2597,"G000578","Matt","Matt Gaetz",21719,"Gaetz","N00039503",1,"2019-01-03","2017-01-03","rep",2016
2598,"G000578","Matt","Matt Gaetz",21719,"Gaetz","N00039503",2,"2021-01-03","2019-01-03","rep",2018
2599,"D000628","Neal","Neal P. Dunn",21714,"Dunn","N00037442",1,"2019-01-03","2017-01-03","rep",2016
2600,"D000628","Neal","Neal P. Dunn",21714,"Dunn","N00037442",2,"2021-01-03","2019-01-03","rep",2018
2601,"R000609","John","John H. Rutherford",21744,"Rutherford","N00039777",1,"2019-01-03","2017-01-03","rep",2016
2602,"R000609","John","John H. Rutherford",21744,"Rutherford","N00039777",2,"2021-01-03","2019-01-03","rep",2018
2603,"L000586","Al","Al Lawson, Jr.",21732,"Lawson","N00030642",1,"2019-01-03","2017-01-03","rep",2016
2604,"L000586","Al","Al Lawson, Jr.",21732,"Lawson","N00030642",2,"2021-01-03","2019-01-03","rep",2018
2605,"M001202","Stephanie","Stephanie N. Murphy",21738,"Murphy","N00040133",1,"2019-01-03","2017-01-03","rep",2016
2606,"M001202","Stephanie","Stephanie N. Murphy",21738,"Murphy","N00040133",2,"2021-01-03","2019-01-03","rep",2018
2607,"S001200","Darren","Darren Soto",21746,"Soto","N00037422",1,"2019-01-03","2017-01-03","rep",2016
2608,"S001200","Darren","Darren Soto",21746,"Soto","N00037422",2,"2021-01-03","2019-01-03","rep",2018
2609,"D000627","Val","Val Butler Demings",21713,"Demings","N00033449",1,"2019-01-03","2017-01-03","rep",2016
2610,"D000627","Val","Val Butler Demings",21713,"Demings","N00033449",2,"2021-01-03","2019-01-03","rep",2018
2611,"C001111","Charlie","Charlie Crist",21712,"Crist","N00002942",1,"2019-01-03","2017-01-03","rep",2016
2612,"C001111","Charlie","Charlie Crist",21712,"Crist","N00002942",2,"2021-01-03","2019-01-03","rep",2018
2613,"M001199","Brian","Brian J. Mast",21735,"Mast","N00037269",1,"2019-01-03","2017-01-03","rep",2016
2614,"M001199","Brian","Brian J. Mast",21735,"Mast","N00037269",2,"2021-01-03","2019-01-03","rep",2018
2615,"R000607","Francis","Francis Rooney",21742,"Rooney","N00040007",1,"2019-01-03","2017-01-03","rep",2016
2616,"R000607","Francis","Francis Rooney",21742,"Rooney","N00040007",2,"2021-01-03","2019-01-03","rep",2018
2617,"F000465","A.","A. Drew Ferguson IV",21717,"Ferguson","N00039090",1,"2019-01-03","2017-01-03","rep",2016
2618,"F000465","A.","A. Drew Ferguson IV",21717,"Ferguson","N00039090",2,"2021-01-03","2019-01-03","rep",2018
2619,"K000391","Raja","Raja Krishnamoorthi",21730,"Krishnamoorthi","N00033240",1,"2019-01-03","2017-01-03","rep",2016
2620,"K000391","Raja","Raja Krishnamoorthi",21730,"Krishnamoorthi","N00033240",2,"2021-01-03","2019-01-03","rep",2018
2621,"B001299","Jim","Jim Banks",21702,"Banks","N00037185",1,"2019-01-03","2017-01-03","rep",2016
2622,"B001299","Jim","Jim Banks",21702,"Banks","N00037185",2,"2021-01-03","2019-01-03","rep",2018
2623,"H001074","Trey","Trey Hollingsworth",21725,"Hollingsworth","N00038429",1,"2019-01-03","2017-01-03","rep",2016
2624,"H001074","Trey","Trey Hollingsworth",21725,"Hollingsworth","N00038429",2,"2021-01-03","2019-01-03","rep",2018
2625,"M001198","Roger","Roger W. Marshall",21734,"Marshall","N00037034",1,"2019-01-03","2017-01-03","rep",2016
2626,"M001198","Roger","Roger W. Marshall",21734,"Marshall","N00037034",2,"2021-01-03","2019-01-03","rep",2018
2627,"H001077","Clay","Clay Higgins",21724,"Higgins","N00039953",1,"2019-01-03","2017-01-03","rep",2016
2628,"H001077","Clay","Clay Higgins",21724,"Higgins","N00039953",2,"2021-01-03","2019-01-03","rep",2018
2629,"J000299","Mike","Mike Johnson",21727,"Johnson","N00039106",1,"2019-01-03","2017-01-03","rep",2016
2630,"J000299","Mike","Mike Johnson",21727,"Johnson","N00039106",2,"2021-01-03","2019-01-03","rep",2018
2631,"B001304","Anthony","Anthony G. Brown",21707,"Brown","N00036999",1,"2019-01-03","2017-01-03","rep",2016
2632,"B001304","Anthony","Anthony G. Brown",21707,"Brown","N00036999",2,"2021-01-03","2019-01-03","rep",2018
2633,"R000606","Jamie","Jamie Raskin",21741,"Raskin","N00037036",1,"2019-01-03","2017-01-03","rep",2016
2634,"R000606","Jamie","Jamie Raskin",21741,"Raskin","N00037036",2,"2021-01-03","2019-01-03","rep",2018
2635,"B001301","Jack","Jack Bergman",21704,"Bergman","N00039533",1,"2019-01-03","2017-01-03","rep",2016
2636,"B001301","Jack","Jack Bergman",21704,"Bergman","N00039533",2,"2021-01-03","2019-01-03","rep",2018
2637,"M001201","Paul","Paul Mitchell",21737,"Mitchell","N00036274",1,"2019-01-03","2017-01-03","rep",2016
2638,"M001201","Paul","Paul Mitchell",21737,"Mitchell","N00036274",2,"2021-01-03","2019-01-03","rep",2018
2639,"B001305","Ted","Ted Budd",21708,"Budd","N00039551",1,"2019-01-03","2017-01-03","rep",2016
2640,"B001305","Ted","Ted Budd",21708,"Budd","N00039551",2,"2021-01-03","2019-01-03","rep",2018
2641,"B001298","Don","Don Bacon",21701,"Bacon","N00037049",1,"2019-01-03","2017-01-03","rep",2016
2642,"B001298","Don","Don Bacon",21701,"Bacon","N00037049",2,"2021-01-03","2019-01-03","rep",2018
2643,"G000583","Josh","Josh Gottheimer",21723,"Gottheimer","N00036944",1,"2019-01-03","2017-01-03","rep",2016
